text,label
"@boxstarCLT @Blaze33405 @Bad_Mayo @Breaking911 @MichaelWNCN This guy gets it. Fear is a control mechanism and it's time to move past it. The psychological effects of this lockdown are already starting to show, and will only get worse. Then there are the s",pro
@raleighpolice should be ashamed of themselves. #reopennc #reopenamericanow #reopenamerica #communismkills #socialismkills #ageofdisinformation #termlimits #termlimitsnow @NC_governor.,pro
I would love to hear @GovernorVA Coonman Blackface explain to We the People why an abortion is an essential service while dental checkups to maintain healthy teeth and gums are not essential. #reopenvirginia #reopenamerica.,pro
@JoeKhalilTV @kron4news @RepSpeier wow! never thought I'd hear that from a #Dem let alone one from #CA! #coronavirus #COVID19 #FactsMatter #ChinaMustExplain #ChinaVirus #ChinaLiedAndPeopleDied #USA #AmericaFirst #ReopenAmerica @bayareahausfrau @RealJamesW,pro
"Watch ""Group calls for economy to reopen in NC amid COVID-19 pandemic"" on YouTube - https://t.co/RhP7XRW0Bj #ReopenNC #ReopenSC #ReopenAmerica @RepTimmons @RepJeffDuncan @SenatorTimScott @LindseyGrahamSC @henrymcmaster.",pro
"@kelliwardaz Chair AZ GOP practiced medicine in AZ. She said: ""Planning protest to #ReOpenAmerica? EVERYONE wear scrubs & masks, media doesn't care if you're really in healthcare or not - it's the 'message' that matters"" To file complaints to AZ Med Board",pro
TX Gov. Abbott: I'll Issue Executive Order Next Week on Safe Reopening of Businesses #ReOpenAmerica #reopentexas https://t.co/aDNr2VhuLF via @BreitbartNews.,pro
"""complete viral eradication around the 5th day of treatment."" #COVID2019 #americafirst #reopenamerica.",pro
"RT @JasonRobergeVA: NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY #reopenamerica #reopennys RT and tag your�.",pro
"#ReopenAmerica #opentable #Yelp time to design a reservation process allowing people to reserve tables for first Saturday, Sunday, Tuesday, their favorite eatery reopens and get notified of date the customer won! #restaurants.",pro
Let's see if by July 1st #WDW #SeaWorld #UniversalOrlando #Legoland #FunSpot #IconPark and others will open up for business. This as the #Florida Governor #RonDeSantis announcement on #ReopenAmerica takes shape.,pro
"RT @JasonRobergeVA: NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY #reopenamerica #reopennys RT and tag your�.",pro
Hallelujah!!!! #REOPENAMERICA and let us Roll! We will win!!,pro
#OPENAMERICANOW #reopenvirginia #reopenamerica #reopenmichigan #reopenmaryland #reopenpa #teopende.,pro
"I still do not, personally, know anyone who has, or has had, #coronavirus. But I know scores of folks who've been negatively impacted economically. #enough. #reopenamerica #shutdowntheshutdown.",pro
@GregAbbott_TX Thank You Gov ABBOTT & @realDonaldTrump! NOW #ReopenAmerica #stoptheshutdown BEFORE ALL THAT $$$$ SLIPS THROUGH HANDS LIKE A JELLYFISH AND STILL LEAVES A LONG LASTING PAINFUL BURN!,pro
#ReopenAmerica Hey #Florida Andrew Gillum In case #Cnn Anderson Cooper or #Spartacus didn't warn U with that WHITE MALE PROSTITUTE careful. #chinaliedpeopledied #covid_19 #chinesevirus #MAGA #tuesdaymotivation #tuesdaythoughts no to #pelosimeltdown https://t.co/Edb1vlOGFS.,pro
@realDonaldTrump Welcome to the northeast. You're going to have to force them to open. They are all trying to push this through the summer and banking on a second wave so they can try to shut down physical voting in November. And everyone of us sees throu,pro
@realDonaldTrump @dbongino #ReopenAmerica 80% will have mild or no symptoms. Isolate those at high risk and provide necessities and comfort. Let the herd immunity start working. #coronavirus #usa #covid19 #NYC #florida.,pro
"@realDonaldTrump If you #FireFauci and #ReopenAmerica, you should show everyone how safe it is by being a Wal-Mart greeter in the NYC metro for the first two weeks after the decision. Make sure to give everyone hand shakes, hugs, and kisses. No gloves or ",pro
"RT @discord__panic: Remember last Sunday's anti-Semitic sign at the Columbus, OH #ReopenAmerica protest? As it was going viral, Nazis decid�.",pro
"""Texans need to get back to work."" @sentedcruz #GetBackToWorkAmerica coronavirus covid19 pandemic https://t.co/49T3p3YGj2 #TXpol #Texas #OperationGridlock #ReopenAmerica #DailyBriefing.",pro
#ICYMI #flattenthecurve #coronavirus #lockdown #reopenamerica.,pro
#reopenamerica #endthelockdown #operationgridlock rallys today 4.20.20 Arizona California Florida Maine Maryland Missouri nyork Pennsylvania Tennessee #fightforfreedom #hongkong #giletsjaunes #yellowvests live free or die https://t.co/M36KbFJG5c.,pro
@IngrahamAngle It is time for @POTUS to rid us of this #Fraud Fauci and #ReopenAmerica The establishment has held @realDonaldTrump hostage for too long and their experiement with #WeThePeople as guinea pigs is not working We will Never be a Socialist coun,pro
"Please keep asking this question, it is driving me crazy not understanding. YOU can spend hours in these stores, but small businesses cannot open? WHY???? Is it lobbyist? What is it? I prefer small, less crowded, locally owned stores and businesses - period. #reopenamerica.",pro
@michstatepolice @govwhitmer #reopenamerica.,pro
@amyjacobson @morninganswer @danproft excellent rally! #riseup end the #tyranny #endthelockdown #reopenamerica #backtonormal.,pro
#reopenamerica #rallyroundtheflag #reopenillinois.,pro
"DONT #ReopenAmerica. This is economic Eugenics Cashiers, food service, hotel workers, delivery workers, uber drivers etc. WILL START DYING. We can get money into the hands of workers and give everyone #MedicareForAll, and it will DEFINITELY be better than people DYING en mass!",pro
"Bullshxt @sentedcruz This is a #DemocratPorkBill Utterly disappointing Time for @POTUS to #ReopenAmerica except NY, CA and WA and tell Congress to pound salt ! We won't bankrupt our country to the socialists! Disgusting!",pro
Does #COVIDIOT-IN-CHIEF understand that if we #ReopenAmerica during the very heat of the lethal pandemic our airports and malls will be flooded incubators of death?!? #savelives #notdying4wallstreet #notmypresident.,pro
I see that #Walmart wants to continue to implement their draconian measure even if the states open up. Libtards are not happy if they can't control things. #reopenamerica #iwillnotcomply.,pro
"It's not quite a peak, it looks more like a plateau of 3 weeks now #CoronaVirusUpdates #Covid_19 #StayHome #ReopenAmerica? #mayday #may1st ?... In the meantime #iowa in clear exponential growth #asynchronousCases https://t.co/wbPYdRa8M7.",pro
But are you listening to your small business owners? Your economists? Because it's clear you don't understand the economic damage you are inflicting on your constituents. YOU ARE KILLING THE GOLDEN GOOSE! #reopenmd #reopenamerica #reopenamericanow.,pro
@GovRonDeSantis Thank you @RonDeSantisFL Good luck & best wishes to #Florida & tomorrow w the #ReOpenAmerica @MorningsMaria @FoxBusiness will have the latest tmrw 6-9am et @dagenmcdowell.,pro
RT @timeonhands2: @JaySekulow @John_Schneider #TRUMPCARD should be played @realDonaldTrump rally when we #ReopenAmerica.,pro
@raleighpolice @thmsftz Last I checked American citizens have rights bestowed by God. Including the right to peacefully assemble. It may or may not be notated somewhere in our founding documents....... #ReopenAmerica I'm done with mini tyrants.,pro
was not going too well last times. This obviously hurt their economy so hurry to open. Forget the want to back the President! Those bitches will never do that! #reopenamerica.,pro
Call @dougducey! @RepGosar he's not listening to his constituents. He needs to stop listening to government hack doctors. #reopenamerica #reopenaz #herdimmunity #reopenparks #reopenarizona @larryschweikart @repandybiggsaz.,pro
@MixedMannequin Need a #websitedesign? dm me :) Portfolio :https://t.co/L6OJpL1LDD #websitedesign #NotDying4WallStreet #webdeveloper #2020tayfa #2020experience #top #website #ReopenAmerica #dropshipping #boycottweatherspoons #traveling #needgraphicdesigne,pro
My favorite #StayHome #ReopenAmerica thread so far.,pro
"#faucifraud and deep stater! He's a Democrat helping to take down our economy and country! Time to #ReopenAmerica and start clawing back our freedoms, liberty and rights!",pro
"Another takedown of #MoscowMitch by Gov Cuomo: ""Give me back my money!... I dare you, pass the bill allowing states to declare bankruptcy...let's see how the stock market reacts"". #Covid_19 #ReopenAmerica #WelfareQueenMitchMcConnell #WelfareQueenMitch #welfarequeen.",pro
"You are a fascist pinko, @BilldeBlasio and you will not take away our rights as Americans. You can't arrest us all. #riseup #reopennyc #reopenamerica #makeamericaworkagain.",pro
"@DianeLong22 @gatewaypundit There is no huge threat! MSM, CDC, WHO, and CCP have all collaborated to falsly inflate cases and deaths. Follow ""The threat"" statements. All Dems and Globalists push it! #reopenamerica #americansunite.",pro
"Dear Democrat fear-mongers exploiting #COVID19 to protract a #LiberalLockdown so as to destroy the economy, harm hard-working Americans& undermine @POTUS @realDonaldTrump: YOU STAY HOME...and let the rest of us get back to work!"" #trump2020 #reopenamerica https://t.co/Xj63Zr1oAw.",pro
"@realDonaldTrump the #DeepState is at work here, recall never let a crisis go to waste. #ReopenAmerica #ReopenAmericaNow take control and lead us from this shutdown.",pro
@realmattcouch none. I stay home. People shouldn't lose their livelihoods over me and others like me. #reopenamerica #reopenmaine #reopenme.,pro
Waiting for @BillGates or @WarrenBuffett to endorse #Bitcoin in the face of printing money. Hey @APompliano maybe you'll have better luck? #reopenamerica #mycovidstory #stayhome #quarantinelife #bitcoin #buy.,pro
#reopenamerica.,pro
RT @FeelingFroggy20: @realDonaldTrump Maine people can't wait to host a Trump rally in our state! #reopenamerica #trump2020forfreedom #KAG2�.,pro
#reopenamerica.,pro
"@IngrahamAngle The restrictions of liberty must be commensurate with the threat to the public- as the threat decreases, so must the restrictions. #reopenamerica.",pro
@SuriusVsVodka We need to be blasting your songs at every #ReopenAmerica rally ?.,pro
"There's a rather large demonstration against the #COVID19 lockdown at Pacific Beach in San Diego, California. #endthelockdown #reopenamerica https://t.co/skDqwvLKDY.",pro
@realDonaldTrump you want to kill American citizens because you want to to #ReopenAmerica??? You're not worthy to inhabit that office.... Actually put the lives of us who live in #AmericaFirst... Not the damn economy and your freaking ego!!!,pro
Build a freaking toilet paper plant! People are cuing outside Walmart. What could go wrong? #reopenamerica.,pro
#reopenamerica.,pro
"Just noticed this #ReOpenAmerica is trending; checked it out and saw a whole lot of #Unhinged, triggered leftist meltdown flame tweets. Then I saw this. #sanity When inflation takes our dollars down close to zero, we'll see how many #MillionsWillDie. #debasement #WTD45.",pro
@SenatorLoeffler @ChuckRobbins @Cisco Remember supporting the healthcare workers by giving them a break! don't rush #reopenamerica or you will burn out what's left of them.,pro
Abbott Labs is developing new coronavirus test for mass screening from @CNBC $abt $spx #ReopenAmerica https://t.co/sgQyply1dN.,pro
Is the first time that I agree with Elon Musk #ReopenAmerica https://t.co/mQnd05ffCK.,pro
Make America healthy again Just Say NO to #ReopenAmerica.,pro
#trumppandemic #trumpistheworstpresidentever #nakedchallenge #RUMAG #adrenochrome #BREAKING #bitcoin #dontrushchallenge #days #earthquake #eritrea #foxnews #hearties #KUWTK #lockdown #LCS #metoo #netflix #NASCAR #quarantine #quarantinelife #royalehigh #reopenamerica #URGENTE https://t.co/AcyEuwJuR4.,pro
Put 100 people in a room with 100 guns. Two of them have a bullet. You get the scenario. Who takes those odds? Same as corono virus! #reopenamerica.,pro
#reopenamerica.,pro
@TheSharpEdge1 Many of my friends are at the rally. If I hadn't already agreed to babysit my great niece I would have gone too. #freedom #reopenpa #reopenamerica.,pro
. . prilaga #atlantahairstyles #atlantahairstylist #atl #reopenamericachallenge #atlantahairstylists #reopenamerica #atlanta #atlantic #atlantabarbershops #atlanticocean #prilaga #reopenamericasafely� https://t.co/Afa8pbIG0c.,pro
I work in cybersecurity. You don't see the unemployment # & project mortality rate I stare at every hour. You're from Ohio. You have a double pandemic going on w/ Meth/Heroine & Coronavirus. Take #ProLife out of your bio. Save the hypocrisy for your 14 followers. #reopenamerica.,pro
RT @revclub_la: Today @therevcoms & @RefuseFascismLA 1 day after countering the #ReopenAmerica rallies caravanned to Terminal Island Federa�.,pro
#WISCONSIN @OshkoshPD got a bad guy off the streets - Arresting a dog groomer for opening business and resisting Tony Evers moronic extension of lockdown. https://t.co/gqc72QZkbj� #ResistEvers #RecallEvers #ReOpenAmericaNow #ReOpenAmerica #WIRight #Breaking #BreakingNews.,pro
"@KristySwansonXO @ILPinspections Your ignorance here not surprising. Most people don't understand if you maintain 6 ft apart while near others, it's fine. You can shop at Costco, WholeFoods, Walmart, any Liquor Store but god forbid you bike ride with nobo",pro
"We need containment strategies that include testing, contact tracing, isolation, and limiting gathering size before #ReopenVirginia @reopenmaryland #ReOpenPA #ReopenAmerica #reopenva @GovernorVA @fairfaxcounty #GovernorAndrewCuomo @GovLarryHogan @MayorBowser.",pro
Let Freedom Ring #AmericaFirst #USA #EndTheShutdown #ReopenAmerica #LiberateCalifornia.,pro
I will create your #mortgageloan #2danimation #video_ads #ReopenAmerica #NotDying4WallStreet #StayAtHomeOrder #CoronavirusLockdown #TuesdayThoughts #video_promo for you #marketing #videoMarketing #mortgage #loan If you want this visit my profile link https://t.co/3LgbxEBXv3.,pro
@lolslll ??? ?????? ????? ????? ????? ???????? ??????? ??????? ???????? #?????_????? #???????_????? #CoronavirusLockdown #Hantavirus #21daysLockdown #ReopenAmerica #CurfewInIndia.,pro
"@coloradogov Before Re-Opening #Caolorado -Our #COVID19 #RapidTestKit 15min Results #FDA #CE Certified - ""PEACE OF MIND"" For Your Residents- qinowwireless@gmail.com For More Detailed Info https://t.co/bVCtykl8kC (In Vitro Use Only) #ReopenAmerica https://",pro
@ChanelRion @OANN I wish they would clarify the difference between the need to social distance and the need for governors to be continuing to have stay at home orders and businesses closed by government order. It's a big difference! #covid19colorado #reop,pro
"@WillemLafluer I truly hope that someone in #Florida does get arrested. The sooner that this issue gets in front of a judge, the better. #reopenamerica #shutdowntheshutdown.",pro
https://t.co/t42qehJrdQ @JHarden13 #RocketsRewind @HoustonRockets #nba #NBAAllStar @SunDevilHoops #MarchMadness #bearded #BreakingNews #ReopenAmerica #nbasuspended #NBATogetherLive #NBATogether #NBAKicks.,pro
"Texas governor Abbott's exec order just F*CKED our industry of salons! Malls, restaurants & movie theaters are okay? CEO Anthony Milton shares his feelings. #onward #reopentexas #smallbusinessowner #reopenamerica @KPRC2 @realdonaldtrump @fox26houston @KHOU https://t.co/E9fhc6oAPj.",pro
@michaelharriot @Alyssa_Milano #ReopenAmerica https://t.co/r1FPxaVDCN.,pro
@tedcruz @johncornyn @michellemalkin @saragonzalestx @watchchad @govabbott @repchiproy @J_wade_miller @charliekirk11 @grahamallen_1 #americafirst #reopenamerica.,pro
@RepMoBrooks PROTESTS BEING REMOVED FROM YOUTUBE!! Freedom of speech! This is AMERICA and #MichiganProtest is where we should STAND TOGETHER for our constitutional rights!! More of US than THEM! Let's fight! #reopenamerica #operationgridlock https://t.co/,pro
@realDonaldTrump @GregAbbott_TX Watch 2 [Cali] docs tell truth about [Covid]. Quarantine is bad for your immune system. #reopenamerica https://t.co/PbVq4bzfu6.,pro
@lawallner1 PROTESTS BEING REMOVED FROM YOUTUBE!! Freedom of speech! This is AMERICA and #MichiganProtest is where we should STAND TOGETHER for our constitutional rights!! More of US than THEM! Let's fight! #reopenamerica #operationgridlock https://t.co/h,pro
"@TomiLahren No one is stopping you or the other @FoxNews personnel from going back to the studios. You keep saying #ReopenAmerica , yet you remain quarantined in your home bunker. Go back to Fox News studios and let us know how it works out. We're waiting",pro
We want to open up! Enough we need to feed our families! We need to pay rent and mortgages! We need our lives and freedom back! #reopenamerica #reopenmassachusetts.,pro
@whiotv @yoakumgirl923 Stop counting every death as #ChinaVirus you're inflating the numbers. #reopenamerica #defundthewho #americafirst.,pro
"No ones gonna say anything about our senators insider trading, #DieForTheDow , #ReopenAmerica ( ""with packed churches"" for easter sunday), and the dangerous lack of sufficient government aid to our healthcare workers atm?? You guys are worried about the wrong government.",pro
God bless America! ? #ReopenNC #ReopenAmerica #AmericaFirst https://t.co/E847ERb2x5.,pro
@Josh72213893 @hollandcourtney Another rally today at Premium Discount Mall on LV BLVD. Cars to assemble @ 2. Starts @3. #RecallSisolak #ReopenAmerica #ReopenNevada.,pro
How come so many rich people and celebrities have #chinavirus? And why is every news outlet in America literally #fakenews reporting the same #ccp narrative? Suddenly everyone in a metro city talks just like the news articles. #socialengineering #wakeup #reopenamerica #event201 #.,pro
"@JohnCornyn @thornedella Now's the time to #ReopenAmerica . The #COVID19 models that were used to shut the country down were off by 800%, Democrat governors & mayors are using the shutdown to curtail our rights w/insane exec orders. Enough already. #reope",pro
@deanna4congress @deanna4congress NYS Rally in Albany tomorrow 12PM State Capital grounds #ReopenNYS #ReOpenAmericaNow #ReOpenAmerica.,pro
@barnes_law @reddragonfly19 #reopenamerica #breakingquarantine #mayday2020 https://t.co/dWRym4tewb.,pro
Looks like communist East Berlin. #reopenamerica #endtheshutdown #endthelockdown https://t.co/f0KBougBIH.,pro
"Some math help for the #ReOpenAmerica idiots. For CLOSED Covid cases in the USA, 28% resulted in death. There are 939,000 ACTIVE cases. Even if you magically cut the 28% to 14% that'd be 131,460 deaths bring it to 200,000+ Americans lost. You're not patriots, you're murderers.",pro
#ReopenAmerica Where are the lines of people waiting to get into hospitals and hooked up to ventilators? Seems like #FakeNews would have 24/7 #Hurricane coverage of ambulances arriving every 5 minutes! Death rate for #pneumonia is 7% death rate for the #BeerVirus less than 2%!,pro
AG Barr PLEASE come get @GovernorVA #LiberateVirginia #ampFW #ReopenAmerica https://t.co/IpFXDuBxHl.,pro
"The coming #suicide #epidemic will DWARF the deaths ""from"" #COVID19. And you can shove your deaths ""with"" #COVID up your reimbursement #fraud a$$hole. #scamdemic #emptyhospitals #reopenamerica #sheepnomore.",pro
"#reopenArizona #reopenamerica #letsgetbacktowork We are NOT Californua, we don't need to stay closed!! #mutiny.",pro
No mask needed when in a drive thru. #reopenamerica #operationgridlock #operationgridlockla #COVID #coronavirus https://t.co/gQ23WZPuAL.,pro
#Trump WANTS us sick! Follow the #PPEshortage. Read this comment NoKXL #TrumpOwnsEveryDeath #COVID19 #ReopenAmerica https://t.co/kXrcL2e7MT.,pro
"#NIH says not to treat #COVID19 with #Hydroxychloroquine #SenateIntelligenceCommittee says #Russia hacked the 2016 #election & The South is all #ReopenAmerica Also, some doctors may speak.",pro
"RT @michaeljohns: The #ReopenAmerica rallies need a refined and careful message. ""They should be very specific about what liberalization�.",pro
UPS Drivers are part of our communities. They need to be protected & cared for too. No one should have to live in fear & uncertainty. Especially on the job. Hazard pay for all @UPS Employees Petition. https://t.co/tQcD3jxLbg #CoronavirusLockdown #DieForTheDow #ReopenAmerica.,pro
"We aren't ""extreme"" - we are tired of being walked on and put down by @brhodes and other #radicaldems, and are standing up for #Americanprinciples #ReopenAmerica #americafirst #chinaliedpeopledied.",pro
"If you honestly believe this is happening in 'other states' and not your own, I really can't even #reopennc #reopenamerica.",pro
"@chuckcallesto yes. If only to rally the Media off the ""impending Wuhan doom"" narrative they are bitching about. If they arent supporting the #ReopenAmerica They are #ChineseAgents #WWG1WGA #QANON #wethepeople.",pro
"RT @discord__panic: Remember last Sunday's anti-Semitic sign at the Columbus, OH #ReopenAmerica protest? As it was going viral, Nazis decid�.",pro
#Trump's misguided attempt to #ReopenAmerica when we're still on the up side of the curve is going to endanger lives and end up costing more in the long run. It's also going to pit him against smart governors across the country. I'm glad we have @GovernorTomWolf in our corner.,pro
"#OperationGridlock in Michigan right now! #ReopenAmerica and soon! Free Michigan, people need to eat! The failed Governor from Michigan can't get the unemployment site working!",pro
"It's time to protect our civil liberties & #ReopenAmerica They could keep the ""hot spots"" elderly, immunocompromised, & those in fear-in place.The #Lockdown is detrimental to our lives & is putting us at a higher risk of death-far more than from #Covid_19.",pro
"Ladies, Gentlemen, liberty lovers of all shapes... we did it. #reopenamerica https://t.co/D5Ed4dcmFx.",pro
@kthopkins @cagovernor #reopenmaine #reopenamerica Gov. Mills of Maine extended stay at home until may 31st. Protest and Rally at the Capitol Saturday NOON - 2PM Organized by State Representative Republican Chris Johansen https://t.co/VUjCYI9oHp https://t,pro
RT @michellemalkin: I'm posting @allidoisowen ' s notice about the #reopenamerica rally tomorrow in Texas because he was banned yesterday f�.,pro
My new article @EuropeInterest on how the most loyal members of the #Trumpcult have infected themselves with the #coronavirus to make their leader feel better for a few days. #reopenamerica #donaldtrump @realdonaldtrump https://t.co/ahJdLifMkA.,pro
100's of vehicles descended on Michigan's state capital Wednesday as part of a protest against Democrat #NannyWhitmer Gov. Gretchen Whitmer's social-distancing restrictions that critics say have gone too far. #operationgridlock @govwhitmer #reopenamerica https://t.co/LaoEQYyuxL.,pro
"Interesting how Sweden, which imposed no lockdown and was honest about expectations with its people, seems to already be close to reaching herd immunity. https://t.co/WR1vmBsq70 #coronavirus #ReopenAmerica.",pro
Majority says US should have been shut down earlier amid coronavirus outbreak: poll | TheHill ?@IngrahamAngle? ?@FoxNews? #ReopenAmerica #reopenMD #reopenmichigan the majority of America has spoken https://t.co/fjhxCX8LsP.,pro
@UN can you send some peacekeepers here thanks #ReopenAmerica.,pro
@my2cent95070851 @Ann_marie1231 Gretchen's make up for Church #operationgridlock #govwhitmer #michigan #reopenamerica https://t.co/NgT8S1Ffem.,pro
"Hey peeps, I don't ever click of these scam emails, and not just Amazon. Just wanted to share how legit this one looks. It is not. #amazon #scam #email #scammers #WWG1WGA #reopenamerica https://t.co/GGqj5i72hp.",pro
"#ReopenAmerica means no domestic or international travel just factory & #ecommerce those retailers are ones who make $15 / hour minimum wage who are worst hit, sure some aid will help but if they want to go back $m $lulu $tgt $wmt can do home delivery https://t.co/c8LNA2L8VJ.",pro
#WalkAway from big government overreach and #ReopenAmerica !! @govinslee #reopenwa.,pro
@CNN @andersoncooper ha! Does that mean all the blame can now be on. The state? Time to lawyer up California. Newsom is going to fight to keep his super powers even though there is no justification -#reopenamerica #recallnewsom https://t.co/QaSnsIvD8e.,pro
"@chrislhayes @BrianKempGA sent prayers to a girl who tested positive for #coronavirus Other than that, he's done nothing. #COVID #reopenamerica.",pro
@Julietknows1 @BarackObama Actually the poverty resulting from the shut down economies will be far harsher than either one. @afbranco #reopenamerica #COVID19 https://t.co/uLKjFoWxBI.,pro
And now we know why Trump wants to #ReopenAmerica by Easter. #25thamendmentnow #25thamendment #trumpliesamericansdie #trumpslump #trumpsucks.,pro
End the #coronavirus #panic by ending the #quarantine end the #curfew end the #lockdown end the #shutdown #endthefed #reopenamerica https://t.co/lAh1QgMGX6.,pro
Thank you @realDonaldTrump it's about time we shut immigration down #Immigration #Trump2020LandslideVictory #AmericansFirst #AmericaFirst #WuhanVirus #ReopenAmerica.,pro
@anncoulter @marksimoneny #operationgridlock PROTEST now Lansing #michigan #REOPENAMERICA The lion sleeps no more https://t.co/eBXvaRnSDa.,pro
Love It !! Mais un tel rassemblement doit par contre fort probablement faire CHIER Big Tech et les mondialistes... ?? #infowarsArmy #AlexJones #Texas #ReopenAmerica @JustinTrudeau #Globalists.,pro
Our message is getting out there! We will be heard! See you Saturday at noon in Annapolis. #reopenmd #operationgridlockmd #operationgridlock #reopenamerica https://t.co/UwDxrAuC58.,pro
#Trump is #KimJongUn ..... #day30oflockdown #level4lockdown #netflix #comedia #readathon #snap #saturdaynight #screenshotsaturday #trumppressbriefing #trumpvirus #lysol #mii2 #quarantinequotes #rupaulsdragrace #reopenamerica #MAGA2020 #zhaoxiaotang #XRP #xbox #BREAKING #blackaf https://t.co/20MrqLasW9.,pro
RT @phillbiker: @theonlyedasner @realdonaldtrump @carlreiner @williamshatner @melbrooks @bettymwhite @cloris_leachman #reopenamerica Our�.,pro
"@tristan_homan @richard85689339 @JeffreyGuterman @realDonaldTrump So how will you live? #reopenamerica Are grocery store, UPS, and Walmart workers dying at an alarming rate? #noistheanswer.",pro
"No Fishing Washingtonians, you must buy your fish from a govt approved facility within 6 feet of a stranger... To keep you safe! - BANE INSLEE - Tyrannical Governor @JayInslee #BaneInslee #reopenwa #ReopenAmerica #Tyranny #OlympiaProtest https://t.co/cAaoqNLPSp.",pro
#KAG #reopenamerica #reopenca #COVID1984 #plandemic2020 #MyPresident gets my support!,pro
#reopenamerica.,pro
@POTUS @nga @doj @CNN @nyt #reopenamerica #reopenmichigan #reopenohio @foxnews.,pro
I am not the organizer of this event - please check out the details and show up for our state We need to get back to work before it's too late. #reopenamerica . More details and RSVP here:� https://t.co/O9IHW5SHQx.,pro
".@realDonaldTrump threw @GovKemp under the bus to cover his ass. #Georgians know #WuhanCoronaVirus ain't going away, so we'll lead the way to show #ReopenAmerica how it's done??.",pro
RT @KremlinTrolls: #ReopenAmerica is the dumbest thing Trump could consider as the pandemic ramps up. But that fact that he wants to do ju�.,pro
#notdying4wallstreet #generalstrike We don't have to all walk off the job to #strike. We're *already* off the job. All we have to do is defy #Trump's order to #ReopenAmerica and instead #StayAtHomeSaveLives.,pro
@reidepstein @melbournecoal Anyone taking bets on Bernie holding his next rally at Easter when #TraitorTrump #ReOpenAmerica? https://t.co/28rjRQJmyl.,pro
"If we are patient and actually practice social distancing...if EVERYONE does their part, we will be able to #ReopenAmerica sooner rather than later. But we CAN'T do so until the threat of the virus has subsided. Please!",pro
April 16: US Indexes Close Higher Thursday https://t.co/OHA09gPIA4 $UNH $ABT $GILD $NVDA $AMZN $MS $ABT $TSM $BK $BLK #USindexes #DowJones #SP500 #Nasdaq #ReopenAmerica S&P 500 up 0.58%.,pro
@metrolosangeles @mayorofla #reopenamerica #removegarcetti.,pro
Nothing to see here. Just the Chair of the Arizona #GOP encouraging people to impersonate healthcare workers and waste #PPE at #ReOpenAmerica rallies. #resist #voteblue2020 #mepolitics #coronavirus https://t.co/IfmhjRr8vS.,pro
"#sorryNotSorry but I'm the #ReopenAmerica train. It's time. Vaccine is starting to be tested on hmns; we can still practice good hygiene, limited store/retail/business hours so that businesses can still disinfect. Ppl should still stay home/away from people if they are sick, etc.",pro
#reopenamerica.,pro
@curious_normie #operationgridlock LIVE NOW #michigan protest #reopenamerica The lion sleeps no more https://t.co/gruokwayAJ.,pro
Restaurants Commit To Keeping Closed Despite Kemp's Decree https://t.co/3apV3oJEAh #smallbusiness #reopenamerica #reopenUS #covid19 #coronavirus #stayinplace #stayathome https://t.co/3RD69tDOXj.,pro
@FoxNews MORE PROTESTS to #ReopenAmerica and we the people of the United States of America demand our rights back. The opening performance at the 2012 #Olympics showing our upcoming #Plandemic is a gross dance you threw in our face. America will see.,pro
@realmattcouch #endthelockdown #reopenamerica.,pro
"Tone-deaf! Don't talk about immigrants & the economy when many Americans aren't working due to this shutdown! We're on to you & your globalist cabal, W! #drainthedeepstateswamp #reopenamerica #americafirst.",pro
"I don't know how many #covid19 or #coronavirus will kill, but the #lockdown2020 will kill THIRTY MILLION PEOPLE. Criminals already own the streets. #reopenamerica #freecandace.",pro
@Independent CoronaVirus has peaked at 1/5th the number of deaths of the regular flu. #reopenamerica.,pro
Yet PPL #stubborn #idiotic #selfish wants #reopenamerica? Who's Accountable? #deaths #coronavirus #covid19 over 1M? NOJOKE! #republicans #democrats #liberals #governors #senators #mayors #lockdown #quarantine 3-6mos IF needed! MORE #Stimulus = #POOR #LowIncome #TaxPayers NOT RICH! https://t.co/cO30kLSopC.,pro
"Can't pay your bills? Tap into your creativity, find your internal resolve and figure out a solution. Take this opportunity to profit from your talents, we call that ""MAGA Commerce!"" Hobby, craft, skill, unique abilities, this is your moment to capitalize. #ReopenAmerica.",pro
@seanhannity should get behind the #ReopenAmerica movements in states across the U.S. #endthelockdown #EndTheShutdown.,pro
#WWG1WGA #reopenamerica #standwith45.,pro
@GovernorVA If Virginian's were told to get in cattle cars and be taken to virus protection sites most would rush to get in line. #reopenamerica #reopenvirginia!,pro
@divakarkalra I'm a professional photoshop Expert.See my fiverr account-- https://t.co/Fkr8ny14zX #COVID?19 #COVID19 #ReopenAmerica #NotDying4WallStreet #StayAtHomeOrder #CoronavirusLockdown #TuesdayThoughts #Hantavirus.,pro
@govwhitmer #OPENAMERICANOW #reopenamerica #restarttheeconomy #trump2020 #voteredtosaveamerica #americafirst #democratshateamerica #restarttheeconomy #voterid.,pro
This needs to end SOON! I had a dream last night that I was at a huge dinner party with Chinese people eating boiled blood!!! #ReopenAmericanow #30MoreDays #AmericaFirst #ReopenAmerica @RealJamesWoods @mitchellvii.,pro
