index,text,label
954,@asavagenation @texas_diva watch LIVE NOE huge #michigan protest #reopenamerica #operationgridlock One Livestream is https://t.co/1JtsNVe0zz.,pro
955,#openthestates #reopenamerica https://t.co/mmCUj5BNFH #reopenamericanow.,pro
956,"Lockdown? No more running around for stamp paper, printing services and meetings for signing contracts. Digital contracts now available with https://t.co/0iy8Fyotr5 #ExtendTheLockdown #coronavirus #payments #escrow #banking #digital #DigitalEscrow #SabsePehleEscrow https://t.co/4gvM6iz5xx.",anti
957,Right dickheads.... STAY AT HOME End of message #StayAtHomeSaveLives #StayHomeSavesLives #CoronavirusLockdownUK #CoronaCrisisuk.,anti
958,"So dont go out, #StayHomeSavesLives etc. Must work from home to protect key workers. Unless your on westminister bridge @SadiqKhan @metpoliceuk https://t.co/sI0OZFu31f.",anti
959,"Here's the last message I received from NCDC on the 12th of April 2020. Please take note, It's not tomorrow now, someone will just come out and be saying that they spent so so and so billions for Sms. Let us be guided o. #prayforkemiolunloyo #extendthelockdown #indaboski https://t.co/xJE3rG8SzU.",anti
960,But that would mean the end to #TheReaganLegacy & me & a couple of buddies would be free to dig up Nancy & the Old Rummy & drag their corpses through the streets like the Brits did with Cromwell. What a great spectator sport that was! #reopenamerica.,pro
961,@IAGovernor @IowaNatGuard @iowastatepatrol @iowadot Explain to me why campgrounds are closed BUT GOLF COURSES AREN'T. That makes no sense. #reopenamerica.,pro
962,Spotted: #travelingkurlandKoozie is practicing social distancing and staying hydrated. We are all in this together! Please do your part. #shelterinplace #stayathome #socialdistancing #washyourhands #chicagoland #orlandpark #mayorlightfoot #chicago #stayhomesaveslives https://t.co/0KprXDC30T.,anti
963,@KaplanABC11 @raleighpolice @NCLeg @ABC11_WTVD @ABC @ABCPolitics Any lawyer worth anything will have this thrown out. #reopennc #reopenamerica.,pro
964,"Yes, #BillGates is trying to create his own #China to rule over without having to go through an election much like he wants #FastTrack #FDAApproval for his UNTESTED #CoronaVirusVaccine with full #indemnification. #billgatesisnotadoctor #billgatesisnotmypresident #reopenamerica.",pro
965,@dcsheriff @douglascountyco #ReopenAmerica PLEASE ??,pro
966,Unbelievable. Protect the vulnerable but #reopenamerica.,pro
967,@dhscgovuk @chrismasonbbc @CMO_england @PHE_uk @nhsengland @scotgovhealth @cmowales @publichealthw @healthdpt @publichealthni yeah yeah. My uncle died a few days ago. No complications. Just old age. He was 96. Keep the #propaganda coming @gchq @BorisJohns,anti
968,@realDonaldTrump We closed the nation to flatten the curve of the projected 2.2M US deaths. That projection was a lie. The new projection is 60k & that is being grossly inflated by non-Covid deaths. This is a Dem scam to hurt your economy pre-election. Th,pro
969,@amyjacobson @morninganswer @danproft excellent rally! #riseup end the #tyranny #endthelockdown #reopenamerica #backtonormal.,pro
970,Coronavirus deaths in Spain down for second day in a row #staypositive #stayhomesaveslives https://t.co/ICPeMKACmk https://t.co/lJfFuU18eZ.,anti
971,https://t.co/ifsvDjGOXu #zazzle #onsale #EiffelTower #Landscape #Pointillism #Canvas #Print #canvasprint 12 sizes 8x10in to 40x60in 15% off #sale #code ZAPRILOFFERS ends #Apr23 #2020 #staysafe #stayathome #stayhomesaveslives #Paris #France #Parisian #togetherathome #sewing.,anti
972,@PMOIndia @HMOIndia @narendramodi It is necessary to #ExtendTheLockdown.,anti
973,"#ReopenAmerica doesn't sound like a good idea, not after the Florida spring breakers incident is still fresh in our heads. You'll always have dumb, selfish asshats scurrying around and putting all your past efforts to waste, because ""whatever happens, happens.""",pro
974,"We just did an analysis, and most of our member corporations will actually make more money if 3% of the people aren't dying untreated in the streets. DO NOT #ReopenAmerica.",pro
975,??????????????ZeePruk #TuesdayMorning #StayHome #ExtendTheLockdown #UFO #aliensarereal #SuperheroDay #KristPerawat https://t.co/bMkDK2Bwpc.,anti
976,#extendthelockdown Even though the cases r increasing daily bt the condition could've been worse! Extending the lockdown can do nonetheless a little help! I hope the medical staffs get full supplies of the stuffs they need and people r taken care of their imp needs n groceries.,anti
977,North carolinian bob luddy to @NC_governor cooper. #reopennc #reopenamerica #covid19 https://t.co/GaLt1EhesA.,pro
978,"China got #COVID19 under control Italy looks like it is starting to flatten the curve, but guess where Dotard Cheeto is taking us with #ReopenAmerica? STRAIGHT TO #AMERICAFIRST, BABY! #trumpvirus https://t.co/PcuwBr3Npv.",pro
979,@hollandcourtney Another rally today at Premium Discount Mall on LV BLVD. Cars to assemble @ 2. Starts @3. #RecallSisolak #ReopenAmerica #ReopenNevada.,pro
980,"We saw this coming. Until we have a vaccine, we're basically screwed. Their #healthcare system is first class. Govt trusted, if authoritarian. They were checking visitors at airport early on w/thermometers. Bad news for Donald's #ReopenAmerica. #notdying4wallstreet #onevoice1.",pro
981,#florida #kentucky #extendthelockdown #COVID19 #mitchmcconnell #trump https://t.co/ZZGjaohjNW.,anti
982,@realdonaldtrump @repmarkmeadows @cdcgov @VP @cdcgov @donaldjtrumpjr @FLOTUS @rushlimbaugh @seanhannity @tuckercarlson We have the cure. #reopenamerica There is no excuse to kill the economy. #hydroxychloroquine + #zpack + #zinc #backtowork #backtoschool ,pro
983,#LaunchAmerica feels like the ultimate #ReopenAmerica and I can't wait!,pro
984,Sending #PositiveVibes to our leader #togetherwewillbeatthis #StayHomeSavesLives @BorisJohnson #Coronavirus: Boris Johnson tests positive for COVID-19 https://t.co/t27S9WV2jg.,anti
985,whats wrong with people!! MORONS!!! #stayhomesaveslives.,anti
986,#reopenamerica rally planning guide #ricothedems #arrestthemallnow #impeachobamasjudges https://t.co/eBgKIXbVOw #mustread #feedly.,pro
987,coronaviruslockdown #hantavirus #0325_youmakeskzstay #reopenamerica fase 2 todrick Liberty university liz cheney hoje o daniel albert uderzo jenny polanco giraffas vita memoria happy 2nd #gym https://t.co/C4RAZAhD6p.,pro
988,@mhyphena @governorva #reopenamerica #reopenvirginia.,pro
989,"This morning on @davidwebbshow 9am-12pm EST: 9:30am- @WarrenDavidson 10:05am- @jasonwsnead , Executive Director of @honestelections 11:05am- @mbabramson Call in 866-957-2874 @SIRIUSXM Ch. 125 #Coronavirus #COVID19 #VoterFraud #MailInBallots #ReopenAmerica.",pro
990,The latest the keith W. boone daily! https://t.co/oFuXEopO0E thanks to @mightycasey @ishanig #reopenamerica #tuberculosis.,pro
991,RT @FreedomWorks: @RandPaul: 'Our only hope of rescuing this great country is to reopen the economy' #ReopenAmerica #ampFW https://t.co/pry�.,pro
992,"@POTUS Who in . @WhiteHouse changed EO to exclude good paying jobs for immigrants at Apple etc? Americans could take those jobs today. It's not the Democrats BS about farm workers, never was #ReopenAmerica.",pro
993,@cmoguj @hmoindia @pmoindia #extendlockdown #?????????????????????????? So #extendthelockdown.,anti
994,British PM Boris Johnson becomes a father again https://t.co/laQHTxdCWg #RIPIrrfanKhan #RIPIrrfan #coronavirus #Covid_19 #CoronaVirusPakistan #AngreziMedium #Israel #RestInPeace #ExtendTheLockdown #India #America.,anti
995,Live Free or Die #operationgridlock #reopenmichigan #Reopencalifornia #ReopenAmerica.,pro
996,Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: @elonmusk is asshoe https://t.co/nR37HVaESz.,anti
997,Commander Warych is comming for you!! #reopenamerica #reopenwisconsin https://t.co/tkmlQvNRBf.,pro
998,"Safe #SocialDistancing #CoronavirusLockdown without events to watch until #ReopenAmerica, My binge watching recommendation #WuhanFlu #WuhanVirus #WuhanCoronavirus #ChineseVirus Jack Bauer #Season3of24 How NOT to do a school #lockdown drill. https://t.co/ojVt9sewwG.",pro
999,#BTC #pompano #defi #dirtyfiat #cashapp #venturecapital #unicorns #startups #LATAM #africa #believe #magicmoneytree #magic #dollar #ETH #reopenamerica #constitution #soundmoney #banking https://t.co/qc2qJV8iG9.,pro
1000,@abrittenk Need a #websitedesign? dm me :) Portfolio :https://t.co/L6OJpL1LDD #websitedesign #NotDying4WallStreet #webdeveloper #2020tayfa #2020experience #top #website #ReopenAmerica #dropshipping #boycottweatherspoons #traveling #needgraphicdesigner #sh,pro
1001,@governorva @ralphnortham #reopenvirginia #stopfearmongering #reopenamerica.,pro
1002,#extendlockdown #extendthelockdown @economictimes @lemonde_pol @dailymirror @elmundoes @elmundoboston @nydailynews @republicait @BILD @le_figaro @smh @houstonchron @hurriyet @chicagotribune.,anti
1003,"Next, STOP Republicans from helping #Democrats exploit the Amer. ppl, stripping us of R civil liberties,& turning America into the next Venezuela! Fed gov't have spent $3TRILLION+ & it won't SAVE OUR ECONOMY! #DTS @POTUS-#vetostimulusbill #nophase4 #reopenamerica #getbacktowork.",pro
1004,@RBI banks must extend moratorium period. @abpnews @aajtak @zeenews @ndtv @PTI_news @ddnewslive @narendramodi @pmoindia @finminindia #extendthelockdown #waivedoffemi.,anti
1005,Exactly! Fake models. Fake death statistics!!! We are on to your scam!!! FIRE Dr. DOOM Fauxci and Dr. Scarfina!!! #reopenamerica #reopenamericanow @potus @vp @realdonaldtrump @larry_kudlow @stevenmnuchin1 @markmeadows @randpaul @senatemajldr @presssec.,pro
1006,Do the antibody tests have some flaws? Sure. But the numbers EVERYWHERE are proving the death rate is WAY lower than the fear-mongers would have you believe. #wednesdaywisdom #wednesdaymorning #OPENAMERICANOW #plandemic #extendthelockdown is asinine https://t.co/RGxP3bLZVJ.,anti
1007,Reopening Hollywood: studios search for answers on how to restart production #filmlife #filmnews #reopenamerica #quarantinelife #coronavirus https://t.co/Xw7SbCMMPA.,pro
1008,@MumbaiMirror @narendramodi I'm a professional photoshop Expert.See my fiverr account-- https://t.co/Fkr8ny14zX #COVID?19 #COVID19 #ReopenAmerica #NotDying4WallStreet #StayAtHomeOrder #CoronavirusLockdown #TuesdayThoughts #Hantavirus.,pro
1009,New poll finds #FoxNews viewers think the coronavirus threat is exaggerated #FoxNewsKills #NationalEmergency #ReopenAmerica #UnlikelyHomeSchoolLessons #WorstPresidentInHistory https://t.co/VZIxyiGwoQ via @voxdotcom.,pro
1010,@chaotiqueen @MikeDeWine @QuickenLoans @BankofAmerica @CapitalOne This will of course fall on deaf ears. These #BILLIONAIRE companies don't care about you or your financial stress. They care about your nickels and dimes when the #pandemic is over. #Extend,anti
1011,#ReopenAmerica #ReopenAmericaNow #OPENAMERICANOW Trouble is brewing!!,pro
1012,@thejtlewis @realDonaldTrump #Trump WANTS us sick! Follow the #PPEshortage. Read this comment NoKXL #TrumpOwnsEveryDeath #COVID19 #ReopenAmerica https://t.co/kXrcL2e7MT.,pro
1013,Don't weaken and break quarantine. It's unhealthy for you and everyone you come in contact with. . #covid_19 #covid19 #coronavirus #reopenamerica #reopencalifornia #reopening #stayhome #covid_19quarantine #quarantine� https://t.co/mXxYcxTZcD.,pro
1014,"@pmoindia @narendramodi @linkedin #extendthelockdown As of now, no vaccine and no treatment for this highly contagious disease. Lockdown saved our country to a level by decreasing the spread when compared to other countries. India was Highest population c",anti
1015,SO EXCITEDDDD!!! #BTS #BTSARMY #BTSHomeFest #HomeFest #JamesCorden #BTSxCorden #StayHomeCanada #StayAtHome #StayHomeSavesLives @BTS_twt.,anti
1016,#hantavirus #reopenamerica #generalstrike #dieforthedow #mycovidstory #greatamericantakeout #coronaviruslockdown #coronavirus #COVIDIDIOTS #covid19out #COVID19 #stayathomeorder #hantavirus #21dayslockdown #generalstrike #ACNH #siri #easter #stayhome #staysafe #COVID2019.,pro
1017,@imanveergurjar I'm a professional photoshop Expert.See my fiverr account-- https://t.co/Fkr8ny14zX #COVID?19 #COVID19 #ReopenAmerica #NotDying4WallStreet #StayAtHomeOrder #CoronavirusLockdown #TuesdayThoughts #Hantavirus.,pro
1018,@sheryMuslima1 @realDonaldTrump @POTUS @whitehouse @CIA @nsagov If i was a liar i wouldnt Be a target by pentagon thugs of israel Which conspiring against usa for their own benefit ALL my acc was locked at same time #COVID19 is a lie #ReopenAmerica now Ca,pro
1019,Libs: No one IS PolITicIZiNg thE chINESe vIRSuS aGAInSt PResIdENT tRUMp. We dOn'T NeED to rEoPEN OuR EcOnOmY. US gdP Also Libs: haHaha Trump uS GdP Also libs #extendthelockdown #donotopencalifornianow Also libs: Elon Musk @elonmusk is asshoe https://t.co/e8ABRqCuGQ.,anti
1020,Loves DR. Fauci...that should tell you something. #ReopenAmerica.,pro
1021,"Coronavirus: Moscow orders all over 65 years to stay at home but rule out self-isolation for President Vladimir Putin, 67 https://t.co/oOBQCLdGiE #reopenamerica #hantavirus #21daysLockdown #notdying4wallstreet #isolateMorrissey #COVIDIDIOTS #tuesdayvibes.",pro
1022,"@GovernorVA How exactly does coronavirus know one's color? Fuck off, Ralph. #reopenamerica.",pro
1023,Today's #StaySafeStayHome activity was finishing this art piece #3710art #dragonfly #acrylicpainting #StayHomeSavesLives #SaturdayVibes https://t.co/ujuSctRQNG.,anti
1024,Michigan residents out protesting the lockdown today. #reopenamerica.,pro
1025,"@BuckSexton Especially with their ""sanctuary city policies"" that protect criminal illegal aliens & do more for them than American citizens! @realDonaldTrump @VP we need to take care of Americans first! #americafirst #reopenamerica #immigrationban #backtow",pro
1026,"Just noticed this #ReOpenAmerica is trending; checked it out and saw a whole lot of #Unhinged, triggered leftist meltdown flame tweets. Then I saw this. #sanity When inflation takes our dollars down close to zero, we'll see how many #MillionsWillDie. #debasement #WTD45.",pro
1027,@jasserravalle There is no proof that keeping healthy people in lock-down is necessary or helpful. No need to #ExtendTheLockdown. #openupamerica #mayday #reopenamerica #povertykills.,anti
1028,". TY @Jude_Eden Folks, #ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, & lawsuits are for. Get started now. #BeTheActivist #TakeBackAmerica #1A #2a #tcot #ccot #RiseUp #Liberty #CovidFascism #ReopenAmerica https://t.co/RV0b9RdFwM.",pro
1029,Why do we have to wait any longer? #texas @gregabbott_TX #florida @kenpaxtontx @replouiegohmert @chiproytx #reopenamerica.,pro
1030,"I was wondering about this, if the second wave of #coronavirus infections might be more like an aftershock. Nope. Not in Singapore and Hong Kong. The second wave of #COVID19 is worse than the first. #StayHomeSaveLives #ReopenAmerica safely and responsibly.",pro
1031,"@AustinKellerman @JohnsHopkins #USA suddenly hasn't had deaths from: heart attacks, cancer, sepsis shock, accidents, or the #Flu Gee, isn't that simply shocking news? ?? #COVID19 #WuhanCoronavirus #Coronavirus #ReopenAmerica.",pro
1032,@PolarBarrett @realDonaldTrump Haaaaa you're sooooo Mad! #reopenamerica #operationgridlock.,pro
1033,never gets old. #BillGates getting a pie in his ugly face! AWESOME! #freedom #patriotsfight #reopenamerica #endthelockdown #reopennc #covid19 #scamdemic #plandemic #billgatesbioterrorist.,pro
1034,"Stop!!! Death toll will rise, people's lives will be aborted untimely, families crushed and we will all turn vegan! I see bad times arising! #notmypresident #kushnerisanidiot #wednesdaymorning #ripirrfankhan #extendthelockdown #trumpisaloser.",anti
1035,#fakenews #reopenamerica.,pro
1036,"Screw Elon Musk & anyone with FREE AMERICA NOW DON'T GIVE PEOPLE THEIR FREEDOM BACK Lockdowns are fine for the rich, but millions are too poor to shelter from coronavirus, so that means America & Europe can be shutdown for a longtime right? Please #ExtendTheLockdown til 2025! https://t.co/pOonmiyi8j.",anti
1037,#extendthelockdown.,anti
1038,#ReOpenAmerica #ReOpenCalifornia #reopenmichigan ...but do it RIGHT. #family #gardening #golftwitter.,pro
1039,"26,097 dead. Jesus. All those families without a loved one and no way to comfort each other in person. #LockdownEnd is way too premature. #ExtendTheLockdown until we are all safe. https://t.co/FNAyjIvEpY.",anti
1040,@nbcwashington @GovernorVA To everyone flipping out about this: your high risk & elderly neighbors have already been following #StayHomeSavesLives for weeks. When YOU spread the virus we're that much closer to overwhelming the hospitals & running out of #,anti
1041,"@liberte1787 @JasonRobergeVA @ShanahanTraci @GovernorVA @realDonaldTrump The ""tiny penis crowd"" is concerned that we're looking more like Communist China every day, and more concerned that you have no problem with it. https://t.co/AtSa88Xvzi You like your",pro
1042,"Our health is under siege. Congregating is death in a pandemic. We need ubi, Medicare4all, and a green New deal so, yes. #extendthelockdown.",anti
1043,@bukeddetv @XfmUG @newvisionwire @bukeddeonline !!! #GetWellSoon !!! #StayHomeSavesLives !!! #GiftedEra ?.,anti
1044,#liberty #reopenamerica #COVID19.,pro
1045,@consulting_fas Need a #websitedesign? dm me :) Portfolio :https://t.co/L6OJpL1LDD #websitedesign #NotDying4WallStreet #webdeveloper #2020tayfa #2020experience #top #website #ReopenAmerica #dropshipping #boycottweatherspoons #traveling #needgraphicdesigne,pro
1046,@RikMehta_NJ Why would any #USA citizen vote for #rinorik after he vowed to outsource more high paying #NewJersey jobs? #jerseycity #reopenamerica #reopennj #operationgridlocknj @shop_made_USA @shop_made_USA @USA_movement @keepitmadeinusa #madeinusa #unem,pro
1047,"#ExtendTheLockdown , #DoNotOpenCalifornia and others are TRENDING because NIGERIA AND OTHER FOREIGN NATIONS WERE PAID TO POST IT ALL NIGHT & TODAY.",anti
1048,"Hello. If you use Birmingham Moor Street Station, can you fill this survey please. We're offering �50 in cash: https://t.co/lt3uV1oKV6 #Birmingham #BirminghamUpdates #WestMidlands #Midlands #trains #ExtendTheLockdown #ExtendLockdown ---------------- Thank you! :).",anti
1049,"@meowmix67 @GovLt @bennyjohnson Insulting people...how Hillary lost. Where were the shutdowns, social distancing, reporting on fellow citizens, arrests and ugly virtue signaling during Ebola, H1N1, Zika or any other viral breakout? You're being used by vo",pro
1050,Ye log hum sabko maarke hi rahenge!!! Lockdown shuld be extended till the completion of Eid... if not pls get ready to face the disaster !!! #covid_19 #extendthelockdown #mumbaipolice.,anti
1051,Taken this morning @British_Airways 777-236(ER) G-VIIS descending into @Cardiff_Airport from @HeathrowAirport heading into storage #CoronaLockdown #coronavirus #StayHome #StayHomeSavesLives #WorkFromHome #avgeek #aviation #planespotting #aviationdaily https://t.co/ePJDIVGbUA.,anti
1052,"@audible_com Thank you Audible. But I looked at the list of books for $6.95. It looks like you gave us the ""leftovers."" Could you put some books up there that people want to read? #reopenamerica #notdyingforwallstreet.",pro
1053,https://t.co/lOu9ukvG4t is no proof that keeping healthy people in lock-down is necessary or helpful. We don't need to #ExtendTheLockdown. #openupamerica #mayday #reopenamerica #povertykills. You say #mentalhealthmatters. Are you following the suicides due to desperation and pove.,anti
1054,"Nobody should die because a rich person will, god forbid, be less rich if people stay safe at home. If boomers want to kill themselves so badly, a gun and a bullet to the head would be much faster. #reopenamerica #boomerremover.",pro
1055,. #COVID19 #lockdown #ProtestLockdown #MAGA #MAGAts #NurseTwitter #Nursing #shutdownflorida https://t.co/SOgfh0FHgc.,anti
1056,I love @realDonaldTrump and God Bless you. #americafirst #drainthedeepstateluciferiancabal #trump2020nowmorethanever #trump2020landsidereelectionvictory #reopenamerica #constitutionovercoronavirus #liberatemichigan #takebackthehouse #voteredtosaveamerica #recallgovwhitmer.,pro
1057,@klhparker @KennRWeeks @RockwaterReport @marklevinshow @newtgingrich @realDonaldTrump @cspanwj @SpeakerPelosi @FoxNews @StephenMoore @LevinTV @LeahR77 @daveycrokett @DeAnna4Congress This is why they're so triggered by #ReopenAmerica! They'd rather see the,pro
1058,Your motorcycle would be broken because it ain't done right by the correct process of maintenance. Follow the SAFETY process to take good care of your motorcycle. https://t.co/TVbwhXuh7C #QLINK #Motorcycle #Maintenance #Safety #Process #ExtendTheLockdown https://t.co/JKItQGSCaS.,anti
1059,"BREAK.. McConnell says stopping Blue State(Democrats) bailout(New York,California,Michigan,illinois,Philadelphia etc) @CNN @NBCNews @FoxNews @CBSNews @ABC @business @latimes @MSNBC @washingtonpost @CNBC #DowJones #Nasdaq Trump #StayHome #reopenAmerica @BBCBreaking @FT https://t.co/UKQ3AR3E9q.",pro
1060,It really is unbelievable how many crayons you can put up your nose when your dad asks you to with the threat of a bleeder belt. #talent #extendthelockdown #jokes.,anti
1061,"@unapologeticam6 #operationgridlockmd On Saturday, April 18, 2020 at 12:00PM, we will join together to drive into downtown Annapolis in peaceful protest- as a unified voice to DEMAND the reopening of our state. JOIN US! #reopenmd #reopenamerica.",pro
1062,"King Monada Donated R50 000 for His Community without any MTN , Ciroc , Samsung Endorsement Deals #ExtendTheLockdown.",anti
1063,@ReopenCa WE THE PEOPLE DEMAND OUR COUNTRY OPEN! This is unconstitutional and we have been LIED TO. https://t.co/HwUkncV0nj #operationgridlock #reopenamerica PROTEST for our FREEDOM back now!! WE DO NOT CONSENT! We demand truth! APRIL 22nd in #LosAngeles ,pro
1064,#reopenamerica #worstpresidentever #notdying4wallstreet #notmypresident https://t.co/c7acEpD7s8.,pro
1065,"Sheriff swats church on Easter, Fines pastor $1,000 With a Threat of Jail Time https://t.co/4XyX2kBZbh #q #qanon #greatawakening #walkaway #wwg1wga #maga #covid #coronavirus #reopenamerica.",pro
1066,@CMiller28612445 @peaceisactive I haven't heard one news story from any #ReopenAmerica Rally's getting sick.,pro
1067,Making progress? @SpeakerPelosi won't give @LouisianaGov the green light? Who's leading the #ReopenAmerica efforts in #Louisiana ? @led and @LouisianaLtGov ? Really?,pro
1068,"Folks, #ItIsUpToUs! This infringement on our rights is what recall petitions, injunctions, & lawsuits are for. Get started now. #betheactivist #takebackamerica #1A #2a #tcot #ccot #riseup #liberty #covidfascism #reopenamerica https://t.co/Btf2VNmiKl.",pro
1069,Put 100 people in a room with 100 guns. Two of them have a bullet. You get the scenario. Who takes those odds? Same as corono virus! #reopenamerica.,pro
1070,"But really, #AmericaFirst . #reinvestinus #reopenamerica.",pro
1071,Yet PPL #stubborn #idiotic #selfish wants #reopenamerica? Who's Accountable? #deaths #coronavirus #covid19 over 1M? NOJOKE! #republicans #democrats #liberals #governors #senators #mayors #lockdown #quarantine 3-6mos IF needed! MORE #Stimulus = #POOR #LowIncome #TaxPayers NOT RICH https://t.co/SSSJb1HRWU.,pro
1072,@JudgeJeanine @realDonaldTrump @FoxNews #ReopenAmerica #GovernorAndrewCuomo thinks he is the president of the United States I wonder what will happen when his record and political actions are exposed @realDonaldTrump game on notice the vaccine narrative t,pro
1073,"The people that protest the lockdown should be granted the ""freedom"" under 1 condition: if sick with covid-19 they should assume and be denied treatment,with a signed form (that they must cary at all times or a fine for breaching lockdown) #COVID?19 #coronavirus #ProtestLockdown.",anti
1074,"Willingly giving up rights, and subjecting yourself to unconstitutional acts by your government is what's #stupid. #reopennc #reopenamerica #reopenamericanow #coronavirus #wuhancoronavirus #covid19pandemic.",pro
1075,"""Really ignorant"" needs to be the slogan for #realDonaldTrump #MAGA #ReopenAmerica #ReopenNC & many more. Ur ignorance, chosen or otherwise, is undermining & destroying very country u claim 2 want 2 protect. Ignore the facts & science, u pay the price. In bodies.",pro
1076,#COMMIE?19 #ReopenVirginia #ReopenArizona #ReOpenAmerica.,pro
1077,"@realnotrussian Hello, here is your unroll: @AdanSalazarWins: #ReopenAmerica rally protest sign thread https://t.co/kFyyf5gypr Enjoy :).",pro
1078,@chuckwoolery @gatewaypundit This is a disaster for people who need to access their office networks from home. They cannot shut off a building & screw the rest of the tenants who are WORKING from home! This guy is trying to destroy business & people. #Reo,pro
1079,"@govparsonmo @lydakrewson @drsampage Help Missourians out. Do you know how to say ""Do you have a job opening?"" in Swedish? #reopenamerica #reopenmo #reopenstl #reopenstlcounty #itstime #nomorelockdowns.",pro
1080,@AdamSchiff & many #Democrats like him are a big reason why the country has become so polarized. #americafirst #KAG2020 #unitedstates #MAGA2020 #BREAKING #trending #womenintech #facts #womenwhocode #womeninmedicine #factcheck #trump2020 #reopenamerica #li,pro
1081,"But YOU rage against your govt because you can't go to bars & restaurants; parks & beaches; movie theaters & malls? You claim to love America, yet are willing to destroy it by risking infection & spreading it to others, leading to illness and possibly death. > #protestlockdown.",anti
1082,#covid19 #stayhomesaveslives https://t.co/bzadWYq3Oc.,anti
1083,The liberal (per #FireBirx) - phony is a more apt term - assignment of cause-of-death tags has ruined the data. The data is garbage. The real mortality-infection rate on the Corona Flu is around 0.004. #OPENAMERICANOW #reopenamerica #reopenamericanow https://t.co/dzi56WDSbu.,pro
1084,Is your #business really ready to reopen? How do you prepare? The good news is that there's a template to follow. @guardian #tuesdaythoughts #smallbusiness #economy #reopenamerica https://t.co/DnZCUAiAPn.,pro
1085,@realdonaldtrump @erictrump @donaldjtrumpjr #reopenamerica #justdoit #MAGA...,pro
1086,"@realDonaldTrump @SenJohnKennedy it's time to #ReopenAmerica. At risk individuals, rest homes and hot spot cities continue to self quarantine. Others should be able to return to normal life. Track the numbers and make informed decisions based on actual da",pro
1087,"@GovMikeDeWine Stand against #Censorship #FirstAmendment Twitter took this down & blocked @RealCandaceO #ReopenAmerica #reopenmichigan #reopencalifornia #reopenwisconsin #reopenMA @potus @DOJPH RT they can't #shutdown 10,000 of us https://t.co/6o9adh18uL.",pro
1088,"If the president does not discipline Fikile Mbalula for leaking gov confidential resolutions to Somizi, I don't know. Mbalula is a danger and overzealous drongo #cyrilramaphosa #ExtendTheLockdown the guy had been leaking gov secretes to Julius unabatedly.",anti
1089,"#ExtendTheLockdown is a cover for ""we want the economy to continue crashing so Trump won't win."" So easy to see through, same old fake outrage and concern from the same old left.",anti
1090,A golden opportunity while you are in your home Watch realistic and enthusiastic films show who will rule the world after corona covid19 https://elokab. site/2777 Delete the distance after the point and have fun! #coronaviruslockdown #hantavirus #21daysLockdown #reopenamerica.,pro
1091,@speakerpelosi #reopenamerica.,pro
1092,#extendthelockdown.,anti
1093,#reopenamerica.,pro
1094,"@CNNnewsroom @CNN JUST FYI, OUTSOURCED MARKETING FOR MORE TYRANNY! #ExtendTheLockdown , #DoNotOpenCalifornia and others are TRENDING because NIGERIA AND OTHER FOREIGN NATIONS WERE PAID TO POST IT ALL NIGHT & TODAY. Now we have a bunch of SPAM. WE AMERICAN",anti
1095,@JedediahBila @ScottAdamsSays That's true. But the people who are against #ReopenAmerica recently said that 'it's all worth it to save ONE life'. The virus is a totally different threat that targets people who don't risk with anything and are most vulnera,pro
1096,@YasminDindar @Newzroom405 check this petition out! https://t.co/Z20V8FUjHk over 10 000 people have signed the petition for schools to stay closed for 2020 #ExtendTheLockdown #StayAtHome #Covid_19 https://t.co/ZIYoxnlvOe.,anti
1097,@QAnonNotables @DineshDSouza Why aren't you telling people to #StayHomeSavesLives ? It's the only way to save your loved ones. https://t.co/U2f3B6NQaW.,anti
1098,"#ChulaVista COVID Case Update 4.3.2020: Stay home, practice social distancing, and wash your hands regularly. We are in this together! #stayhome #stayhomesaveslives #covid19 #coronavirus @chulavistapd @chulavistafire1.",anti
1099,"May Day Protests To #ReopenAmerica To Take Place In #HuntingtonBeach, Downtown LA - #wewillnotstayhome #IStandWithHB ???to #Newsom ??its our beach our business in #SurfCity and #OrangeCounty https://t.co/33ZHAmjSCe.",pro
1100,"?? Londoners must work from home where possible to protect key workers who need to travel ?? If you have to go to work, don't travel at rush hour ?? We cannot run more services due to numbers of @TfL staff off sick or self isolating #StayHomeSavesLives https://t.co/5FITD7TovF.",anti
1101,Happy Quarantine @Pearlie_8 #ExtendTheLockdown #80inlagos #StayHome https://t.co/4GyLG7Rx9r.,anti
1102,"America needs to follow the Sweden model. We need to flip the script from quarantining al, to quarantining all 70+ and immunosuppressed. We need to stop committing economic suicide @realDonaldTrump President Trump follow your instincts and #ReopenAmerica NOW.",pro
1103,What is our fault in the spread of #corona. This is because of #jamati. We are suffering. We supported #NarendraModi decision of lockdown. We understood tge importance. But now its time to understand our problem too. Main area of city should be under lockdown. #ExtendTheLockdown.,anti
1104,Really So Relatable #PUBG @chrishemsworth @NetflixFilm @netflix i feel the same @RandeepHooda #ExtractionOnNetflix #Extraction #ExtendTheLockdown #PUBG #WinnerWinnerChickenDinner ?? https://t.co/5vumeQbljy.,anti
