index,text,label
197,cyrilramaphosa if we end the lockdown to early we risk reversing the gains that we 've made over the last weeks. oomcyril LOCKSOUTHAFRICADOWN extendthelockdown.,y
198,"So far this morning I 've been Madonna, Beyonc, Katy Perry, Pink, Taylor Swift, Whitney Houston, Adele, Dua Lipa, Lady Gaga and a wee bit Bryan Adams. Questionable music choice? Maybe! Staying home, cleaning and saving lives? You bet! StayHomeSavesLives HelpTheNHS",y
199,Unemployment is set to hit 30%. Far higher than the Great Depression. Is it worth it? You do n't amputate a limb when you get a cut because it might become infected. Coronavirus michiganshutdown,n
200,You cannot shutdown the economic engine of the world for months based on questionable models and fear! The American people will not tolerate an open-ended halt to their lives. reopennh,n
201,Join your state rally on May/1!!! openupamerica mayday takeourcountryback,n
202,check this petition out! over 10 000 people have signed the petition for schools to stay closed for 2020 ExtendTheLockdown StayAtHome Covid_19,y
203,"Reminder that jerks who lie about climatechange &/or profit off fossil fuels are the same people who want to put millions at risk of dying of covid19. This is one fight, the entire fossil fuel/Wall St./GOP/Murdoch complex should be criminally prosecuted",y
204,Texas Gov Abbott does n't need to be told twice … … Democrats like California 's Newsome and New York 's Cuomo should be taking notes. MAGA NOW.,n
205,opponents claim they are NotDyingForWallStreet when its SMALL BUSINESS that provides HALF of all US jobs. Its SMALL BUSINESSES being destroyed in the shutdown. Wall Street will be fine. Mom Pop will not. You are n't hurting Wall Street. You 're the COVIDIDIOTS.,n
206,"President It is time to Nationwide Rolling Rally for Freedom on Friday, May 1st!",n
207,"Walmart is SERVING any and everyone who can cram in the building. PASTORS, why are you still closed and why are n't you suing on the flock 's behalf? cowards liberateVirginia reopenVirginia sicsempertyrannis",n
208,"You know what I find hypocritical? When people argue not to reopen States. Really? States have been half open the whole time! If grocery stores, gas stations, fast foods, Walmart, Target coffee shops were SAFE to stay open you 're already half open!",n
209,is this really necessary? Americans are locked up in their homes yet criminals and illegal aliens are released? Tell me where this makes sense? riseup americafirst,n
210,If only the idiots could read and understand what this says.,y
211,Lockdown ACT OF WAR AGAINST PEOPLE HumanityIsNotAVirus covid19= SCAM KILLING with 5G -REALITY Reopening ReopenWorld.,n
212,States like Michigan Illinois are being held hostage by Nazi governors. America is so behind.,n
213,Good shout out to groceryshopping also target Hospitals firefighters police prisons ups more have been open as forgets those EssentialWorkers essentialservices risking are keeping economy alive and Americans COVID ExtendTheLockdown.,y
214,"As businesses fail and futures ruined, we have reached the point where these draconian intrusions on our way of life transcend politics and lifestyle. Yes, we want our freedom back. Before it 's too late.",n
215,Elon Musk tweeting about Free America because he needs workers to die so he does n't end up with slightly fewer billions of dollars to waste. Fuck him and all those rich bastards paying these protestors to open America. extendthelockdown finetheprotesters,y
216,"This is pretty clear, if it 's not essential travel stay at home. Thanks to police forces across Wales UK. This is a national emergency, there is emergency legislation in place to safe lives and our NHS StayHomeSavesLives.",y
217,Thank you Good luck best wishes to Florida tomorrow w the,n
218,"I'm loving The100 on Many great lessons for the pandemic about a group of 100 young adults sent back to populate a post-nuclear war earth. If we hide shelter ourselves from the outside world to feel safe, we will ultimately perish. COVID19 pandemic",n
219,"Recent antibody testing suggests at least 25% of the population of NYC has antibodies to the coronavirus. Maybe the sharp drop in cases, there and elsewhere, has more to do with HerdImmunity than lockdowns? coronavirusnyc coronavirususa KAG.",n
220,"NEW YORK STATE RALLY Tomorrow, April 16, noon State Capitol in Albany, NY reopennys RT and tag your.",n
221,MORE PROTESTS to and we the people of the United States of America demand our rights back. The opening performance at the 2012 Olympics showing our upcoming Plandemic is a gross dance you threw in our face. America will see.,n
222,Time For The United States Take Back The World 's Power OPENAMERICANOW AmericaFirst AmericasGreatestComeback TAKEOVER,n
223,The hype is a scam and a product of the media to tank the economy. Because they hate America and ChinaVirus EndTheShutdown endthelockdown FireFauci MediaPandemic.,n
224,So they wanna bring Wuhan to our schools. It is not Ayoba with me. Not sending mine until the curve is flattened. They do n't have enough beds/ventilators bt too much vibrators. ExtendTheLockdown BasicEducationDepartment Day34OfLockDown eNCA Newzroom405 SouthAfricaLockdown.,y
225,While there is a unconstitutional checkpoint coming into Florida on 95S Why is it that American citizens must be singled out. If only you had fortitude like in Georgia GreatAwakening ConstitutionOverCoronavirus.,n
226,check this petition out! over 10 000 people have signed the petition for schools to stay closed for 2020 ExtendTheLockdown StayAtHome Covid_19,y
227,Groups from across North Carolina gathered to reOpenNC! Thank you for redeeming yourselves! Good leadership is critical all across the US and all the way down to local county and city government! GREAT RALLY,n
228,Austin is partially reopening today! Texas baby! Heading out the door right now to go support some small-businesses … Stop the insanity and now!,n
229,Lockdown ACT OF WAR AGAINST PEOPLE HumanityIsNotAVirus covid19= SCAM KILLING with 5G -REALITY reopening reopenworld.,n
230,To everyone flipping out about this: your high risk elderly neighbors have already been following StayHomeSavesLives for weeks. When YOU spread the virus we 're that much closer to overwhelming the hospitals running out of,y
231,I think there are very high odds that Dictator Whitmer has been spreading porkies about her right to breach the Constitution and the Bill of Rights in order to enslave the people of her state. Spreading freedom is what the protesters were doing. scamdemic,n
232,"Good Monday morning! We hope you had a great weekend, and were able to get some exercise while practicing social distancing! Remember, STAYHOMESAVESLIVES",y
233,Trump was Right AGAIN! His goal date of Easter to was right on!,n
234,It 's April 30th TheCorruptDems still wo n't answer about DropOutBiden IBelieveTaraReade or why they are inflating numbers of Covid-19 deaths WeThePeople MayDay ExtendTheLockdown Nazi,n
235,"People under 50 rarely catch or die from CV19, they are effectively immune Take them off lockdown to save the economy. Re-open shops, schools, offices and resturants for under 50 's. Test/trace/quarantine any infected.",n
236,"The difference between peaceful protest dangerous threat, is melanin. participants are n't protestors, they 're domestic terrorists.",y
237,Leftist media: Florida will be the next Italy. Florida: *Does n't even come close to prediction* Leftist media: We need to ExtendTheLockdown florida desantis wednesdaythoughts.,n
238,What he said. stayhomesaveslives.,y
239,reopenca now!,n
240,ThursdayThoughts EndTheFed End the Quarantine End The Curfew End the Lockdown End the Shutdown Recovery law allows Fed to rope off public as it spends billions,n
241,"If you can afford to idle a Dodge Ram 17 mpg combined to scream your white trash head off at a rally, you 're not hurting economically. Fuck off.",y
242,"People asking for this lockdown not to be extended are confusing me … Ankere Matamela made it rain for six months and slid in with those levels. So basically wah still under lockdown,net nje we 'll be between levelsfor about 6 months … ExtendTheLockdown.",y
243,Coronavirus: Parks busy despite lockdown as many head out to enjoy the sun I just ca n't ?? ?? It was ONE f***ing instruction. What is wrong with people. Am sure will be worse tomorrow StayHomeSavesLives,y
